datetime,out_humidity,out_temperature,in_dht11_humidity,in_dht11_temperature,in_dht22_humidity,in_dht22_temperature
2015-02-01T00:00:00,76.9,15.0,33.0,19.0,66.0,22.0
2015-02-01T00:01:00,76.8,15.0,33.0,19.0,66.0,22.0
2015-02-01T00:02:00,76.5,15.0,33.0,19.0,66.2,21.9
2015-02-01T00:03:00,76.3,15.0,33.0,19.0,66.3,21.9
2015-02-01T00:04:00,76.5,15.1,33.0,19.0,66.4,21.9
2015-02-01T00:05:00,76.5,15.1,33.0,19.0,66.2,21.8
2015-02-01T00:06:00,76.5,15.0,33.0,19.0,66.4,21.8
2015-02-01T00:07:00,76.8,14.9,33.0,20.0,66.4,21.9
2015-02-01T00:08:00,76.8,14.9,33.0,20.0,66.3,22.0
2015-02-01T00:09:00,77.0,14.9,33.0,20.0,65.9,22.0
2015-02-01T00:10:00,77.0,14.9,33.0,19.0,66.0,22.0
2015-02-01T00:11:00,76.8,15.0,33.0,19.0,66.0,22.0
2015-02-01T00:12:00,76.8,14.9,33.0,19.0,66.1,22.0
2015-02-01T00:13:00,76.8,14.9,33.0,19.0,66.1,21.9
2015-02-01T00:14:00,76.9,14.9,33.0,19.0,66.1,21.8
2015-02-01T00:15:00,77.0,14.9,33.0,19.0,66.4,21.8
2015-02-01T00:16:00,77.2,14.9,33.0,19.0,66.5,21.8
2015-02-01T00:17:00,77.1,14.8,33.0,19.0,66.6,21.8
2015-02-01T00:18:00,77.1,14.9,33.0,19.0,66.5,21.9
2015-02-01T00:19:00,77.1,14.9,33.0,19.0,66.3,21.9
2015-02-01T00:20:00,77.0,14.9,33.0,19.0,66.3,21.9
2015-02-01T00:21:00,76.8,14.9,33.0,19.0,66.3,21.9
2015-02-01T00:22:00,76.5,14.9,33.0,19.0,66.2,21.8
2015-02-01T00:23:00,76.6,14.9,33.0,19.0,66.3,21.8
2015-02-01T00:24:00,76.6,14.9,33.0,19.0,66.5,21.8
2015-02-01T00:25:00,76.6,14.9,33.0,19.0,66.6,21.8
2015-02-01T00:26:00,76.5,14.9,33.0,19.0,66.5,21.8
2015-02-01T00:27:00,76.6,14.9,33.0,19.0,66.8,21.8
2015-02-01T00:28:00,76.5,14.8,33.0,20.0,66.5,21.9
2015-02-01T00:29:00,76.6,14.8,33.0,20.0,66.3,21.9
2015-02-01T00:30:00,76.6,14.8,33.0,20.0,66.2,21.9
2015-02-01T00:31:00,76.6,14.9,33.0,19.0,65.9,21.9
2015-02-01T00:32:00,76.3,15.0,33.0,19.0,66.0,21.9
2015-02-01T00:33:00,76.3,14.9,33.0,19.0,66.2,21.9
2015-02-01T00:34:00,76.3,14.9,33.0,19.0,66.3,21.9
2015-02-01T00:35:00,76.4,14.9,33.0,19.0,66.3,21.8
2015-02-01T00:36:00,76.3,14.9,33.0,19.0,66.4,21.8
2015-02-01T00:37:00,76.1,14.9,33.0,19.0,66.7,21.8
2015-02-01T00:38:00,76.2,14.9,33.0,20.0,66.6,21.8
2015-02-01T00:39:00,76.1,14.9,33.0,20.0,66.2,21.9
2015-02-01T00:40:00,76.1,14.9,33.0,20.0,66.2,22.0
2015-02-01T00:41:00,76.1,14.9,33.0,19.0,66.0,22.0
2015-02-01T00:42:00,76.0,14.9,33.0,19.0,66.1,22.0
2015-02-01T00:43:00,75.9,14.9,33.0,19.0,66.2,21.9
2015-02-01T00:44:00,75.8,14.9,33.0,19.0,66.2,21.9
2015-02-01T00:45:00,75.6,15.0,33.0,19.0,66.5,21.9
2015-02-01T00:46:00,75.6,14.9,33.0,19.0,66.6,21.9
2015-02-01T00:47:00,75.3,15.0,33.0,19.0,66.1,21.8
2015-02-01T00:48:00,75.4,14.9,33.0,19.0,66.7,21.8
2015-02-01T00:49:00,75.4,14.9,33.0,19.0,66.3,21.9
2015-02-01T00:50:00,75.3,14.9,33.0,20.0,66.0,22.0
2015-02-01T00:51:00,75.2,14.9,33.0,19.0,66.0,22.0
2015-02-01T00:52:00,75.0,15.0,33.0,19.0,65.8,22.0
2015-02-01T00:53:00,74.9,15.0,33.0,19.0,66.0,22.0
2015-02-01T00:54:00,74.8,15.0,33.0,19.0,66.1,22.0
2015-02-01T00:55:00,74.6,15.0,33.0,19.0,66.0,22.0
2015-02-01T00:56:00,74.5,15.1,33.0,19.0,66.2,21.9
2015-02-01T00:57:00,74.3,15.1,33.0,19.0,66.4,21.9
2015-02-01T00:58:00,74.1,15.2,33.0,19.0,66.1,21.8
2015-02-01T00:59:00,74.1,15.1,33.0,19.0,66.5,21.9
2015-02-01T01:00:00,74.4,15.0,33.0,19.0,66.2,21.9
2015-02-01T01:01:00,74.6,15.0,33.0,19.0,65.9,22.0
2015-02-01T01:02:00,74.7,15.0,33.0,19.0,65.8,22.0
2015-02-01T01:03:00,74.7,15.0,33.0,19.0,65.9,22.0
2015-02-01T01:04:00,75.1,15.0,33.0,19.0,65.9,22.0
2015-02-01T01:05:00,75.2,15.0,33.0,19.0,65.9,22.0
2015-02-01T01:06:00,75.3,14.9,33.0,19.0,66.1,21.9
2015-02-01T01:07:00,75.7,14.9,33.0,19.0,66.1,21.9
2015-02-01T01:08:00,75.9,14.8,32.0,19.0,66.0,21.9
2015-02-01T01:09:00,76.1,14.8,33.0,20.0,66.2,21.9
2015-02-01T01:10:00,76.3,14.8,33.0,20.0,66.1,21.9
2015-02-01T01:11:00,76.5,14.7,33.0,20.0,65.7,22.0
2015-02-01T01:12:00,76.7,14.7,33.0,20.0,65.7,22.0
2015-02-01T01:13:00,76.8,14.7,33.0,19.0,65.8,22.0
2015-02-01T01:14:00,76.7,14.8,33.0,19.0,65.7,22.0
2015-02-01T01:15:00,76.8,14.7,33.0,19.0,65.9,21.9
2015-02-01T01:16:00,77.0,14.7,33.0,19.0,66.0,21.9
2015-02-01T01:17:00,77.3,14.7,33.0,19.0,66.1,21.9
2015-02-01T01:18:00,77.6,14.7,33.0,19.0,66.2,21.9
2015-02-01T01:19:00,77.5,14.6,33.0,19.0,66.3,21.9
2015-02-01T01:20:00,77.6,14.6,33.0,20.0,66.0,21.9
2015-02-01T01:21:00,77.8,14.6,33.0,20.0,65.8,22.0
2015-02-01T01:22:00,77.9,14.6,33.0,20.0,65.6,22.1
2015-02-01T01:23:00,77.8,14.6,33.0,20.0,65.6,22.1
2015-02-01T01:24:00,78.0,14.6,33.0,19.0,65.6,22.1
2015-02-01T01:25:00,78.2,14.6,33.0,20.0,65.7,22.1
2015-02-01T01:26:00,78.2,14.6,33.0,19.0,65.6,22.0
2015-02-01T01:27:00,78.4,14.6,33.0,19.0,65.8,22.0
2015-02-01T01:28:00,78.6,14.6,33.0,19.0,65.9,21.9
2015-02-01T01:29:00,78.6,14.6,33.0,19.0,66.0,21.9
2015-02-01T01:30:00,78.7,14.6,32.0,19.0,65.9,21.9
2015-02-01T01:31:00,78.8,14.6,33.0,19.0,65.8,21.9
2015-02-01T01:32:00,79.0,14.5,33.0,19.0,65.9,21.9
2015-02-01T01:33:00,79.0,14.6,32.0,20.0,65.8,22.0
2015-02-01T01:34:00,78.8,14.6,33.0,19.0,65.7,22.0
2015-02-01T01:35:00,78.8,14.6,33.0,20.0,65.7,22.0
2015-02-01T01:36:00,79.0,14.5,33.0,19.0,65.9,22.0
2015-02-01T01:37:00,78.8,14.6,32.0,19.0,66.1,21.9
2015-02-01T01:38:00,78.8,14.6,33.0,19.0,66.2,21.9
2015-02-01T01:39:00,78.6,14.7,32.0,19.0,66.2,21.9
2015-02-01T01:40:00,78.4,14.7,33.0,19.0,66.3,21.8
2015-02-01T01:41:00,78.5,14.7,33.0,19.0,66.4,21.8
2015-02-01T01:42:00,78.7,14.7,32.0,20.0,66.2,21.9
2015-02-01T01:43:00,78.7,14.6,32.0,20.0,66.0,21.9
2015-02-01T01:44:00,79.0,14.6,33.0,20.0,66.1,22.0
2015-02-01T01:45:00,78.9,14.7,32.0,20.0,66.0,22.0
2015-02-01T01:46:00,78.7,14.8,33.0,20.0,65.9,22.0
2015-02-01T01:47:00,78.2,14.8,33.0,19.0,65.9,22.0
2015-02-01T01:48:00,78.2,14.8,33.0,19.0,66.0,21.9
2015-02-01T01:49:00,78.6,14.7,33.0,19.0,66.2,21.9
2015-02-01T01:50:00,79.1,14.7,33.0,19.0,66.3,21.9
2015-02-01T01:51:00,79.1,14.7,33.0,19.0,65.9,21.8
2015-02-01T01:52:00,79.1,14.7,33.0,20.0,66.4,21.8
2015-02-01T01:53:00,79.1,14.6,33.0,20.0,66.3,21.9
2015-02-01T01:54:00,79.1,14.7,33.0,20.0,66.2,21.9
2015-02-01T01:55:00,78.9,14.7,33.0,20.0,66.2,22.0
2015-02-01T01:56:00,79.0,14.7,33.0,20.0,66.2,22.0
2015-02-01T01:57:00,78.7,14.7,33.0,19.0,66.2,22.0
2015-02-01T01:58:00,78.7,14.6,33.0,19.0,66.1,22.0
2015-02-01T01:59:00,78.9,14.7,33.0,19.0,66.2,21.9
2015-02-01T02:00:00,78.8,14.7,33.0,19.0,66.2,21.9
2015-02-01T02:01:00,78.7,14.7,33.0,19.0,66.4,21.9
2015-02-01T02:02:00,78.8,14.7,33.0,19.0,66.3,21.8
2015-02-01T02:03:00,78.5,14.8,32.0,19.0,66.3,21.8
2015-02-01T02:04:00,78.5,14.7,32.0,20.0,66.2,21.9
2015-02-01T02:05:00,78.9,14.7,33.0,20.0,65.6,22.0
2015-02-01T02:06:00,78.8,14.7,32.0,20.0,65.8,21.9
2015-02-01T02:07:00,78.8,14.6,33.0,19.0,66.2,21.9
2015-02-01T02:08:00,79.0,14.5,33.0,19.0,66.2,21.9
2015-02-01T02:09:00,79.0,14.5,33.0,19.0,66.6,21.9
2015-02-01T02:10:00,79.1,14.5,33.0,19.0,66.4,21.8
2015-02-01T02:11:00,79.1,14.5,33.0,19.0,66.7,21.8
2015-02-01T02:12:00,79.0,14.5,33.0,19.0,66.9,21.8
2015-02-01T02:13:00,78.8,14.6,33.0,19.0,67.0,21.8
2015-02-01T02:14:00,78.6,14.5,33.0,20.0,66.8,21.8
2015-02-01T02:15:00,78.4,14.6,33.0,20.0,66.1,21.8
2015-02-01T02:16:00,78.2,14.6,33.0,20.0,66.0,21.8
2015-02-01T02:17:00,78.1,14.5,33.0,19.0,65.9,21.8
2015-02-01T02:18:00,78.3,14.5,33.0,19.0,66.1,21.8
2015-02-01T02:19:00,78.2,14.5,33.0,19.0,66.3,21.7
2015-02-01T02:20:00,78.1,14.6,32.0,19.0,66.4,21.8
2015-02-01T02:21:00,78.1,14.5,33.0,19.0,66.6,21.7
2015-02-01T02:22:00,78.1,14.5,32.0,19.0,66.7,21.7
2015-02-01T02:23:00,78.1,14.5,33.0,19.0,67.1,21.6
2015-02-01T02:24:00,77.9,14.6,33.0,19.0,67.4,21.5
2015-02-01T02:25:00,78.2,14.5,33.0,19.0,67.3,21.6
2015-02-01T02:26:00,78.3,14.4,33.0,20.0,67.3,21.7
2015-02-01T02:27:00,78.5,14.5,32.0,20.0,67.0,21.7
2015-02-01T02:28:00,78.4,14.5,33.0,19.0,66.4,21.8
2015-02-01T02:29:00,78.3,14.4,33.0,19.0,66.7,21.7
2015-02-01T02:30:00,78.2,14.4,33.0,19.0,66.7,21.7
2015-02-01T02:31:00,78.3,14.4,33.0,19.0,67.0,21.7
2015-02-01T02:32:00,78.2,14.5,33.0,19.0,67.0,21.6
2015-02-01T02:33:00,78.2,14.4,33.0,19.0,67.3,21.6
2015-02-01T02:34:00,78.3,14.4,33.0,19.0,67.5,21.5
2015-02-01T02:35:00,78.3,14.4,33.0,19.0,67.6,21.5
2015-02-01T02:36:00,78.5,14.4,33.0,19.0,67.7,21.5
2015-02-01T02:37:00,78.4,14.4,33.0,20.0,67.6,21.5
2015-02-01T02:38:00,78.5,14.4,33.0,19.0,67.4,21.6
2015-02-01T02:39:00,78.3,14.4,33.0,19.0,66.9,21.6
2015-02-01T02:40:00,78.2,14.5,33.0,19.0,67.0,21.6
2015-02-01T02:41:00,78.1,14.5,33.0,19.0,67.3,21.5
2015-02-01T02:42:00,78.1,14.5,33.0,19.0,67.5,21.5
2015-02-01T02:43:00,78.0,14.4,33.0,19.0,67.7,21.4
2015-02-01T02:44:00,78.2,14.3,33.0,19.0,67.8,21.4
2015-02-01T02:45:00,78.4,14.3,33.0,19.0,68.0,21.3
2015-02-01T02:46:00,78.5,14.3,33.0,19.0,68.2,21.3
2015-02-01T02:47:00,78.4,14.3,33.0,19.0,68.2,21.4
2015-02-01T02:48:00,78.5,14.3,33.0,20.0,67.9,21.4
2015-02-01T02:49:00,78.7,14.3,33.0,19.0,67.6,21.5
2015-02-01T02:50:00,78.5,14.3,33.0,19.0,67.5,21.5
2015-02-01T02:51:00,78.3,14.2,33.0,19.0,67.7,21.4
2015-02-01T02:52:00,78.4,14.3,33.0,19.0,67.6,21.4
2015-02-01T02:53:00,78.5,14.2,33.0,19.0,67.7,21.4
2015-02-01T02:54:00,78.8,14.1,33.0,19.0,68.1,21.3
2015-02-01T02:55:00,78.9,14.1,33.0,19.0,68.3,21.3
2015-02-01T02:56:00,78.8,14.1,33.0,19.0,68.3,21.2
2015-02-01T02:57:00,78.8,14.2,33.0,19.0,68.5,21.2
2015-02-01T02:58:00,78.8,14.2,33.0,19.0,68.4,21.3
2015-02-01T02:59:00,78.3,14.2,33.0,19.0,68.2,21.3
2015-02-01T03:00:00,78.2,14.2,32.0,19.0,67.9,21.4
2015-02-01T03:01:00,78.2,14.2,33.0,19.0,67.8,21.4
2015-02-01T03:02:00,78.1,14.3,33.0,19.0,67.9,21.4
2015-02-01T03:03:00,77.8,14.3,33.0,19.0,67.9,21.3
2015-02-01T03:04:00,77.8,14.3,33.0,19.0,68.2,21.3
2015-02-01T03:05:00,77.5,14.3,33.0,19.0,68.2,21.2
2015-02-01T03:06:00,77.6,14.3,33.0,19.0,68.4,21.2
2015-02-01T03:07:00,77.7,14.2,33.0,19.0,68.5,21.2
2015-02-01T03:08:00,77.8,14.3,33.0,19.0,68.5,21.2
2015-02-01T03:09:00,77.6,14.2,33.0,19.0,68.5,21.3
2015-02-01T03:10:00,77.6,14.2,33.0,19.0,68.1,21.3
2015-02-01T03:11:00,77.4,14.2,33.0,19.0,67.8,21.4
2015-02-01T03:12:00,77.3,14.2,33.0,19.0,67.6,21.4
2015-02-01T03:13:00,77.5,14.2,33.0,19.0,67.9,21.4
2015-02-01T03:14:00,77.6,14.2,33.0,19.0,67.9,21.3
2015-02-01T03:15:00,77.4,14.2,33.0,19.0,67.9,21.2
2015-02-01T03:16:00,77.4,14.2,33.0,19.0,68.2,21.2
2015-02-01T03:17:00,77.4,14.2,33.0,19.0,68.4,21.2
2015-02-01T03:18:00,77.5,14.2,33.0,19.0,68.8,21.2
2015-02-01T03:19:00,77.5,14.1,33.0,19.0,68.4,21.2
2015-02-01T03:20:00,77.2,14.2,33.0,19.0,68.3,21.3
2015-02-01T03:21:00,77.1,14.3,33.0,19.0,68.0,21.4
2015-02-01T03:22:00,76.9,14.4,33.0,19.0,67.8,21.4
2015-02-01T03:23:00,76.4,14.4,32.0,19.0,67.6,21.4
2015-02-01T03:24:00,76.4,14.5,33.0,19.0,67.6,21.2
2015-02-01T03:25:00,76.3,14.5,33.0,19.0,68.0,21.2
2015-02-01T03:26:00,76.2,14.5,33.0,19.0,68.1,21.1
2015-02-01T03:27:00,76.2,14.5,33.0,19.0,68.2,21.1
2015-02-01T03:28:00,76.5,14.3,33.0,19.0,68.4,21.0
2015-02-01T03:29:00,76.7,14.3,33.0,19.0,68.9,21.0
2015-02-01T03:30:00,76.8,14.3,33.0,19.0,68.8,21.1
2015-02-01T03:31:00,77.0,14.3,33.0,19.0,68.7,21.1
2015-02-01T03:32:00,76.7,14.3,33.0,19.0,68.4,21.2
2015-02-01T03:33:00,76.5,14.4,33.0,19.0,68.0,21.2
2015-02-01T03:34:00,76.6,14.3,33.0,19.0,67.8,21.2
2015-02-01T03:35:00,76.7,14.3,33.0,19.0,67.9,21.2
2015-02-01T03:36:00,76.9,14.3,33.0,19.0,67.9,21.1
2015-02-01T03:37:00,77.0,14.2,33.0,19.0,68.2,21.1
2015-02-01T03:38:00,77.0,14.2,32.0,19.0,68.4,21.1
2015-02-01T03:39:00,77.0,14.2,33.0,19.0,68.2,21.0
2015-02-01T03:40:00,77.2,14.2,33.0,19.0,68.7,21.0
2015-02-01T03:41:00,77.2,14.1,32.0,19.0,68.8,21.0
2015-02-01T03:42:00,77.3,14.1,33.0,19.0,68.9,21.1
2015-02-01T03:43:00,77.5,14.1,32.0,19.0,68.4,21.1
2015-02-01T03:44:00,77.6,14.1,33.0,19.0,68.0,21.2
2015-02-01T03:45:00,77.6,14.0,32.0,19.0,67.7,21.2
2015-02-01T03:46:00,77.6,14.1,32.0,19.0,67.8,21.1
2015-02-01T03:47:00,77.6,14.0,32.0,19.0,68.0,21.1
2015-02-01T03:48:00,77.7,14.0,33.0,19.0,68.0,21.0
2015-02-01T03:49:00,77.7,14.0,32.0,19.0,68.2,21.0
2015-02-01T03:50:00,77.8,14.0,32.0,19.0,68.2,21.0
2015-02-01T03:51:00,77.8,14.0,33.0,19.0,69.3,20.9
2015-02-01T03:52:00,77.8,14.0,33.0,19.0,68.8,21.0
2015-02-01T03:53:00,77.7,14.0,33.0,19.0,68.6,21.1
2015-02-01T03:54:00,77.6,14.0,32.0,19.0,68.4,21.2
2015-02-01T03:55:00,77.5,14.0,33.0,19.0,68.0,21.2
2015-02-01T03:56:00,77.4,14.0,32.0,19.0,68.0,21.2
2015-02-01T03:57:00,77.4,14.0,33.0,19.0,68.0,21.1
2015-02-01T03:58:00,77.1,14.0,33.0,19.0,68.6,21.1
2015-02-01T03:59:00,77.2,14.0,33.0,19.0,69.0,21.1
2015-02-01T04:00:00,77.2,14.0,33.0,19.0,69.0,21.1
2015-02-01T04:01:00,77.1,14.0,33.0,19.0,68.9,21.0
2015-02-01T04:02:00,77.1,14.0,33.0,19.0,68.8,21.0
2015-02-01T04:03:00,77.0,14.0,33.0,19.0,68.4,21.1
2015-02-01T04:04:00,77.0,14.0,33.0,19.0,68.3,21.2
2015-02-01T04:05:00,77.0,14.0,32.0,19.0,68.1,21.2
2015-02-01T04:06:00,77.0,14.0,33.0,19.0,67.9,21.2
2015-02-01T04:07:00,77.0,14.0,33.0,19.0,67.8,21.2
2015-02-01T04:08:00,76.9,14.0,32.0,19.0,67.8,21.2
2015-02-01T04:09:00,76.7,14.0,32.0,19.0,68.3,21.2
2015-02-01T04:10:00,76.8,14.1,33.0,19.0,68.0,21.1
2015-02-01T04:11:00,76.7,14.0,33.0,19.0,68.7,21.1
2015-02-01T04:12:00,76.7,14.0,32.0,19.0,68.9,21.0
2015-02-01T04:13:00,76.9,14.0,33.0,19.0,68.4,21.1
2015-02-01T04:14:00,76.8,14.0,33.0,19.0,68.4,21.1
