datetime,out_humidity,out_temperature,in_dht11_humidity,in_dht11_temperature,in_dht22_humidity,in_dht22_temperature
2015-06-04T00:00:00,70.1,14.7,33.0,18.0,64.2,20.3
2015-06-04T00:01:00,70.3,14.7,33.0,18.0,64.1,20.2
2015-06-04T00:02:00,70.1,14.8,33.0,18.0,64.2,20.2
2015-06-04T00:03:00,70.2,14.8,33.0,18.0,64.4,20.2
2015-06-04T00:04:00,70.3,14.7,33.0,18.0,64.4,20.2
2015-06-04T00:05:00,70.6,14.7,33.0,18.0,64.5,20.2
2015-06-04T00:06:00,70.6,14.7,33.0,18.0,64.6,20.1
2015-06-04T00:07:00,70.5,14.7,33.0,18.0,64.6,20.1
2015-06-04T00:08:00,70.6,14.7,32.0,19.0,64.5,20.2
2015-06-04T00:09:00,70.6,14.6,32.0,19.0,64.3,20.2
2015-06-04T00:10:00,70.7,14.7,33.0,18.0,64.1,20.2
2015-06-04T00:11:00,70.8,14.7,33.0,18.0,64.1,20.2
2015-06-04T00:12:00,70.7,14.7,33.0,18.0,64.2,20.2
2015-06-04T00:13:00,70.7,14.7,33.0,18.0,64.2,20.2
2015-06-04T00:14:00,70.6,14.6,33.0,18.0,64.4,20.2
2015-06-04T00:15:00,70.8,14.7,32.0,19.0,64.4,20.1
2015-06-04T00:16:00,70.7,14.6,33.0,18.0,64.5,20.1
2015-06-04T00:17:00,70.9,14.7,33.0,18.0,64.6,20.1
2015-06-04T00:18:00,70.9,14.6,33.0,18.0,64.8,20.1
2015-06-04T00:19:00,70.9,14.6,33.0,18.0,64.7,20.1
2015-06-04T00:20:00,70.9,14.7,33.0,18.0,64.6,20.1
2015-06-04T00:21:00,70.7,14.6,33.0,18.0,64.4,20.2
2015-06-04T00:22:00,70.9,14.6,33.0,18.0,64.4,20.1
2015-06-04T00:23:00,70.8,14.6,33.0,18.0,64.5,20.2
2015-06-04T00:24:00,71.0,14.6,33.0,18.0,64.5,20.1
2015-06-04T00:25:00,71.0,14.7,33.0,18.0,64.6,20.1
2015-06-04T00:26:00,70.9,14.6,33.0,18.0,64.6,20.1
2015-06-04T00:27:00,71.0,14.7,33.0,18.0,64.7,20.1
2015-06-04T00:28:00,70.9,14.7,33.0,18.0,64.8,20.1
2015-06-04T00:29:00,70.9,14.6,33.0,18.0,64.8,20.0
2015-06-04T00:30:00,71.0,14.6,33.0,18.0,64.8,20.1
2015-06-04T00:31:00,71.0,14.6,32.0,19.0,64.8,20.1
2015-06-04T00:32:00,70.9,14.6,33.0,18.0,64.6,20.1
2015-06-04T00:33:00,70.7,14.6,33.0,18.0,64.5,20.2
2015-06-04T00:34:00,70.9,14.7,31.0,19.0,64.4,20.1
2015-06-04T00:35:00,70.8,14.6,33.0,18.0,64.5,20.1
2015-06-04T00:36:00,71.0,14.6,33.0,18.0,64.6,20.1
2015-06-04T00:37:00,71.1,14.7,33.0,18.0,64.7,20.1
2015-06-04T00:38:00,71.0,14.7,33.0,18.0,64.5,20.1
