datetime,out_humidity,out_temperature,in_dht11_humidity,in_dht11_temperature,in_dht22_humidity,in_dht22_temperature
2015-05-06T00:00:00,77.0,12.5,32.0,17.0,65.1,18.5
2015-05-06T00:01:00,77.1,12.5,32.0,17.0,65.0,18.6
2015-05-06T00:02:00,77.0,12.4,32.0,17.0,64.6,18.6
2015-05-06T00:03:00,77.4,12.4,32.0,17.0,64.5,18.6
2015-05-06T00:04:00,77.1,12.4,32.0,17.0,64.4,18.7
2015-05-06T00:05:00,77.1,12.5,31.0,17.0,64.2,18.6
2015-05-06T00:06:00,77.1,12.5,32.0,17.0,64.1,18.6
2015-05-06T00:07:00,77.7,12.3,32.0,17.0,64.2,18.5
2015-05-06T00:08:00,77.6,12.3,31.0,17.0,64.5,18.5
2015-05-06T00:09:00,77.5,12.4,31.0,17.0,64.5,18.4
2015-05-06T00:10:00,77.6,12.4,31.0,17.0,64.9,18.5
2015-05-06T00:11:00,77.2,12.4,31.0,17.0,65.4,18.5
2015-05-06T00:12:00,77.2,12.4,32.0,17.0,64.9,18.5
2015-05-06T00:13:00,77.3,12.4,32.0,17.0,64.5,18.6
2015-05-06T00:14:00,77.6,12.3,32.0,17.0,64.4,18.6
2015-05-06T00:15:00,77.8,12.3,32.0,17.0,64.3,18.6
2015-05-06T00:16:00,77.9,12.3,32.0,17.0,64.5,18.6
2015-05-06T00:17:00,77.9,12.3,32.0,17.0,64.5,18.6
2015-05-06T00:18:00,77.6,12.3,32.0,17.0,64.7,18.5
2015-05-06T00:19:00,77.5,12.3,32.0,17.0,64.8,18.5
2015-05-06T00:20:00,77.3,12.3,32.0,17.0,65.0,18.5
2015-05-06T00:21:00,77.3,12.4,31.0,17.0,65.3,18.5
2015-05-06T00:22:00,77.0,12.4,31.0,17.0,65.1,18.5
2015-05-06T00:23:00,77.4,12.3,32.0,17.0,64.8,18.6
2015-05-06T00:24:00,77.0,12.4,31.0,17.0,64.1,18.6
2015-05-06T00:25:00,77.0,12.4,32.0,17.0,64.3,18.6
2015-05-06T00:26:00,77.4,12.3,32.0,17.0,64.6,18.6
2015-05-06T00:27:00,77.4,12.3,31.0,17.0,64.7,18.6
2015-05-06T00:28:00,77.4,12.3,32.0,17.0,64.7,18.6
2015-05-06T00:29:00,77.3,12.3,32.0,17.0,64.8,18.5
2015-05-06T00:30:00,77.3,12.3,32.0,17.0,65.1,18.5
2015-05-06T00:31:00,77.7,12.3,31.0,17.0,64.8,18.5
2015-05-06T00:32:00,77.6,12.3,32.0,17.0,65.2,18.5
2015-05-06T00:33:00,77.6,12.3,32.0,17.0,65.1,18.5
2015-05-06T00:34:00,77.4,12.4,32.0,17.0,64.5,18.6
2015-05-06T00:35:00,77.6,12.3,32.0,17.0,64.7,18.6
2015-05-06T00:36:00,77.9,12.3,32.0,17.0,64.5,18.5
2015-05-06T00:37:00,77.9,12.3,31.0,17.0,64.7,18.5
2015-05-06T00:38:00,77.9,12.3,32.0,17.0,64.7,18.5
2015-05-06T00:39:00,77.8,12.3,32.0,17.0,64.7,18.4
2015-05-06T00:40:00,77.6,12.4,32.0,17.0,64.7,18.4
2015-05-06T00:41:00,77.6,12.4,32.0,17.0,65.1,18.4
2015-05-06T00:42:00,77.5,12.4,32.0,17.0,65.2,18.4
2015-05-06T00:43:00,77.4,12.4,31.0,17.0,65.2,18.4
2015-05-06T00:44:00,77.3,12.4,32.0,17.0,65.0,18.4
2015-05-06T00:45:00,77.6,12.3,31.0,17.0,65.1,18.5
2015-05-06T00:46:00,78.0,12.1,32.0,17.0,65.1,18.5
2015-05-06T00:47:00,78.1,12.1,32.0,17.0,64.7,18.4
2015-05-06T00:48:00,77.8,12.2,31.0,17.0,64.7,18.4
2015-05-06T00:49:00,77.5,12.3,31.0,17.0,64.9,18.4
2015-05-06T00:50:00,77.1,12.3,31.0,17.0,64.7,18.3
2015-05-06T00:51:00,77.2,12.3,31.0,17.0,64.8,18.3
2015-05-06T00:52:00,77.2,12.3,32.0,17.0,65.1,18.3
2015-05-06T00:53:00,77.4,12.1,32.0,17.0,65.5,18.3
2015-05-06T00:54:00,77.7,12.0,32.0,17.0,65.4,18.3
2015-05-06T00:55:00,77.4,12.0,32.0,17.0,65.3,18.4
2015-05-06T00:56:00,77.0,12.1,31.0,17.0,65.1,18.4
2015-05-06T00:57:00,77.0,12.1,31.0,17.0,64.9,18.5
2015-05-06T00:58:00,76.6,12.1,32.0,17.0,64.8,18.5
2015-05-06T00:59:00,76.4,12.2,32.0,17.0,64.6,18.4
2015-05-06T01:00:00,76.4,12.2,32.0,17.0,65.0,18.4
2015-05-06T01:01:00,76.0,12.2,32.0,17.0,64.9,18.4
2015-05-06T01:02:00,75.8,12.3,31.0,17.0,65.3,18.4
2015-05-06T01:03:00,75.7,12.3,32.0,17.0,65.4,18.3
2015-05-06T01:04:00,75.7,12.3,32.0,17.0,65.6,18.4
2015-05-06T01:05:00,75.8,12.3,32.0,17.0,65.5,18.4
2015-05-06T01:06:00,75.8,12.3,31.0,17.0,65.1,18.4
2015-05-06T01:07:00,75.9,12.3,32.0,17.0,65.2,18.5
2015-05-06T01:08:00,76.1,12.2,31.0,17.0,65.0,18.5
2015-05-06T01:09:00,76.2,12.3,32.0,17.0,65.0,18.5
2015-05-06T01:10:00,76.1,12.2,31.0,17.0,64.7,18.5
2015-05-06T01:11:00,76.4,12.2,32.0,17.0,65.0,18.4
2015-05-06T01:12:00,76.5,12.2,31.0,17.0,65.4,18.4
2015-05-06T01:13:00,76.5,12.3,32.0,17.0,65.2,18.4
2015-05-06T01:14:00,76.4,12.3,32.0,17.0,65.8,18.4
2015-05-06T01:15:00,76.2,12.2,31.0,17.0,65.8,18.4
2015-05-06T01:16:00,76.7,12.1,32.0,17.0,65.7,18.5
2015-05-06T01:17:00,76.9,12.1,31.0,17.0,65.0,18.5
2015-05-06T01:18:00,77.7,12.0,32.0,17.0,65.0,18.5
2015-05-06T01:19:00,78.0,11.9,32.0,17.0,65.3,18.5
2015-05-06T01:20:00,78.1,11.9,31.0,17.0,65.2,18.5
2015-05-06T01:21:00,77.7,12.0,32.0,17.0,64.8,18.4
2015-05-06T01:22:00,77.5,12.0,32.0,17.0,65.5,18.4
2015-05-06T01:23:00,77.2,12.1,32.0,17.0,65.6,18.5
2015-05-06T01:24:00,77.1,12.1,32.0,17.0,65.6,18.4
2015-05-06T01:25:00,76.9,12.2,32.0,17.0,65.7,18.4
2015-05-06T01:26:00,76.6,12.2,32.0,17.0,65.7,18.4
2015-05-06T01:27:00,76.6,12.2,32.0,17.0,65.6,18.4
