datetime,out_humidity,out_temperature,in_dht11_humidity,in_dht11_temperature,in_dht22_humidity,in_dht22_temperature
2015-06-07T00:00:00,74.2,15.8,32.0,19.0,66.0,20.6
2015-06-07T00:01:00,74.3,15.7,32.0,19.0,66.1,20.6
2015-06-07T00:02:00,74.6,15.7,33.0,18.0,66.2,20.6
2015-06-07T00:03:00,74.6,15.7,32.0,19.0,66.3,20.5
2015-06-07T00:04:00,74.6,15.6,32.0,19.0,66.4,20.5
2015-06-07T00:05:00,75.0,15.6,32.0,19.0,66.4,20.6
2015-06-07T00:06:00,74.8,15.6,32.0,19.0,66.3,20.6
2015-06-07T00:07:00,75.2,15.6,32.0,19.0,66.3,20.6
2015-06-07T00:08:00,74.9,15.7,32.0,19.0,66.3,20.6
2015-06-07T00:09:00,74.6,15.6,32.0,19.0,66.3,20.6
2015-06-07T00:10:00,74.9,15.5,32.0,19.0,66.4,20.5
2015-06-07T00:11:00,74.7,15.6,32.0,19.0,66.5,20.5
2015-06-07T00:12:00,74.8,15.6,32.0,19.0,66.6,20.5
2015-06-07T00:13:00,74.7,15.6,32.0,19.0,66.7,20.5
2015-06-07T00:14:00,74.7,15.6,32.0,19.0,66.6,20.4
2015-06-07T00:15:00,74.9,15.6,32.0,19.0,66.7,20.4
2015-06-07T00:16:00,75.2,15.6,32.0,19.0,66.7,20.5
2015-06-07T00:17:00,74.9,15.6,32.0,19.0,66.6,20.5
2015-06-07T00:18:00,74.8,15.7,32.0,19.0,66.5,20.5
2015-06-07T00:19:00,74.5,15.7,32.0,19.0,66.5,20.5
2015-06-07T00:20:00,74.3,15.7,32.0,19.0,66.6,20.5
2015-06-07T00:21:00,74.5,15.7,32.0,19.0,66.6,20.5
2015-06-07T00:22:00,74.3,15.7,32.0,19.0,66.6,20.5
2015-06-07T00:23:00,74.5,15.7,33.0,18.0,66.7,20.5
2015-06-07T00:24:00,74.2,15.8,32.0,19.0,66.7,20.5
2015-06-07T00:25:00,74.1,15.8,32.0,19.0,66.7,20.5
2015-06-07T00:26:00,74.0,15.8,32.0,19.0,66.7,20.5
2015-06-07T00:27:00,74.3,15.6,32.0,19.0,66.7,20.5
2015-06-07T00:28:00,75.7,15.3,32.0,19.0,66.5,20.5
2015-06-07T00:29:00,76.3,15.3,32.0,19.0,66.5,20.5
2015-06-07T00:30:00,76.2,15.2,32.0,19.0,66.5,20.5
2015-06-07T00:31:00,76.4,15.3,32.0,19.0,66.6,20.5
2015-06-07T00:32:00,75.9,15.5,32.0,19.0,66.6,20.5
2015-06-07T00:33:00,75.5,15.6,32.0,19.0,66.7,20.5
2015-06-07T00:34:00,75.3,15.7,32.0,19.0,66.7,20.5
2015-06-07T00:35:00,74.5,15.6,32.0,19.0,66.8,20.5
2015-06-07T00:36:00,75.2,15.7,33.0,18.0,66.6,20.4
2015-06-07T00:37:00,74.8,15.6,32.0,19.0,66.7,20.4
2015-06-07T00:38:00,75.1,15.6,32.0,19.0,66.8,20.4
2015-06-07T00:39:00,75.2,15.6,32.0,19.0,66.8,20.5
2015-06-07T00:40:00,75.1,15.7,32.0,19.0,66.7,20.5
2015-06-07T00:41:00,74.8,15.8,32.0,19.0,66.7,20.5
2015-06-07T00:42:00,75.5,15.5,32.0,19.0,66.7,20.5
2015-06-07T00:43:00,75.6,15.6,32.0,19.0,66.7,20.5
2015-06-07T00:44:00,75.5,15.6,32.0,19.0,66.8,20.5
2015-06-07T00:45:00,75.4,15.7,32.0,19.0,66.8,20.5
