datetime,out_humidity,out_temperature,in_dht11_humidity,in_dht11_temperature,in_dht22_humidity,in_dht22_temperature
2015-06-19T00:00:00,67.2,13.2,32.0,17.0,63.9,18.9
2015-06-19T00:01:00,67.1,13.2,32.0,17.0,63.7,18.9
2015-06-19T00:02:00,67.2,13.2,32.0,17.0,63.5,19.0
2015-06-19T00:03:00,67.5,13.2,32.0,17.0,63.3,19.0
2015-06-19T00:04:00,67.7,13.1,32.0,17.0,63.4,19.0
2015-06-19T00:05:00,67.6,13.1,32.0,17.0,63.4,18.9
2015-06-19T00:06:00,67.5,13.1,32.0,17.0,63.5,18.9
2015-06-19T00:07:00,67.7,13.1,32.0,17.0,63.6,18.9
2015-06-19T00:08:00,68.5,12.9,32.0,17.0,63.6,18.9
2015-06-19T00:09:00,68.1,13.0,32.0,17.0,63.6,18.9
2015-06-19T00:10:00,67.9,13.0,32.0,17.0,63.9,18.9
2015-06-19T00:11:00,67.8,13.1,32.0,17.0,63.7,18.8
2015-06-19T00:12:00,68.0,13.1,32.0,17.0,63.9,18.8
2015-06-19T00:13:00,67.6,13.1,32.0,17.0,63.9,18.8
2015-06-19T00:14:00,67.6,13.1,32.0,17.0,63.7,18.9
2015-06-19T00:15:00,67.4,13.0,32.0,17.0,63.7,18.9
2015-06-19T00:16:00,67.7,13.1,32.0,17.0,63.6,18.8
2015-06-19T00:17:00,68.0,13.0,32.0,17.0,63.9,18.8
2015-06-19T00:18:00,67.8,13.0,32.0,17.0,63.8,18.8
2015-06-19T00:19:00,67.7,13.0,32.0,17.0,63.8,18.8
2015-06-19T00:20:00,67.8,13.0,32.0,17.0,63.7,18.8
2015-06-19T00:21:00,67.8,13.1,32.0,17.0,63.7,18.8
2015-06-19T00:22:00,67.3,13.1,32.0,17.0,63.9,18.7
2015-06-19T00:23:00,67.6,13.0,32.0,17.0,64.0,18.7
2015-06-19T00:24:00,68.0,12.9,32.0,17.0,64.0,18.8
2015-06-19T00:25:00,67.9,12.9,32.0,17.0,64.0,18.7
2015-06-19T00:26:00,67.9,12.9,32.0,17.0,63.9,18.8
2015-06-19T00:27:00,67.6,13.0,32.0,17.0,63.7,18.8
2015-06-19T00:28:00,67.6,13.1,32.0,17.0,63.7,18.8
