datetime,out_humidity,out_temperature,in_dht11_humidity,in_dht11_temperature,in_dht22_humidity,in_dht22_temperature
2015-02-21T00:00:00,76.9,15.0,36.0,18.0,73.8,20.3
2015-02-21T00:01:00,77.0,14.9,36.0,18.0,73.8,20.4
2015-02-21T00:02:00,77.1,14.9,36.0,18.0,73.8,20.3
2015-02-21T00:03:00,77.4,15.0,36.0,18.0,73.7,20.4
2015-02-21T00:04:00,77.3,15.0,36.0,18.0,73.6,20.3
2015-02-21T00:05:00,77.2,15.0,36.0,18.0,73.6,20.3
2015-02-21T00:06:00,77.1,15.0,36.0,18.0,73.7,20.4
2015-02-21T00:07:00,77.0,15.0,36.0,18.0,73.7,20.4
2015-02-21T00:08:00,77.0,15.0,36.0,18.0,73.7,20.3
2015-02-21T00:09:00,77.0,15.0,36.0,18.0,73.8,20.3
2015-02-21T00:10:00,77.1,14.9,36.0,18.0,73.7,20.3
2015-02-21T00:11:00,77.1,15.0,36.0,18.0,73.9,20.3
2015-02-21T00:12:00,77.0,15.0,36.0,18.0,74.0,20.4
2015-02-21T00:13:00,76.9,15.0,36.0,18.0,73.7,20.4
2015-02-21T00:14:00,77.0,15.0,36.0,18.0,73.6,20.5
2015-02-21T00:15:00,77.0,15.0,36.0,18.0,73.4,20.4
2015-02-21T00:16:00,77.0,15.0,36.0,18.0,73.4,20.4
2015-02-21T00:17:00,77.1,15.0,36.0,18.0,73.3,20.4
2015-02-21T00:18:00,76.9,15.0,36.0,18.0,73.6,20.4
2015-02-21T00:19:00,76.9,15.0,36.0,18.0,73.6,20.4
2015-02-21T00:20:00,77.0,14.9,36.0,18.0,73.6,20.4
2015-02-21T00:21:00,77.3,14.9,36.0,18.0,73.3,20.4
2015-02-21T00:22:00,77.3,14.9,36.0,18.0,73.7,20.4
2015-02-21T00:23:00,77.3,14.9,36.0,18.0,73.7,20.4
2015-02-21T00:24:00,76.9,14.9,36.0,18.0,73.6,20.4
2015-02-21T00:25:00,76.9,14.9,36.0,18.0,73.3,20.4
2015-02-21T00:26:00,77.0,14.8,36.0,18.0,73.5,20.5
2015-02-21T00:27:00,77.5,14.8,36.0,18.0,73.5,20.5
2015-02-21T00:28:00,77.3,14.8,36.0,18.0,73.6,20.5
2015-02-21T00:29:00,77.2,14.8,36.0,18.0,73.5,20.4
2015-02-21T00:30:00,77.0,14.9,36.0,18.0,73.5,20.4
2015-02-21T00:31:00,76.8,14.8,36.0,18.0,73.6,20.4
